codigo;tipo;descricao;cidade;estado;data;ano;hora;aeronave_liberada;status_investigacao;aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo;aeronave_fabricante;motor_tipo;aeronave_motor_quantidade;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_fase_operacao;aeronave_nivel_dano
43702;ACIDENTE;FALHA DO MOTOR EM VOO;RIO BRANCO;AC;21/01/2011;2011;17:35:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;11;2009;BRASIL;APROXIMAÇÃO FINAL;SUBSTANCIAL
43703;ACIDENTE;PERDA DE CONTROLE NO SOLO;CAMPO VERDE;MT;15/01/2011;2011;19:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;2004;BRASIL;POUSO;SUBSTANCIAL
43704;ACIDENTE;FALHA ESTRUTURAL;MOSTARDAS;RS;17/01/2011;2011;16:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1975;BRASIL;OUTRA FASE;DESTRUÍDA
43705;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;SENADOR CANEDO;GO;14/01/2011;2011;20:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;12;1981;BRASIL;APROXIMAÇÃO FINAL;DESTRUÍDA
43706;ACIDENTE;FALHA DO MOTOR EM VOO;ENVIRA;AM;19/01/2011;2011;22:10:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;7;1980;BRASIL;CRUZEIRO;SUBSTANCIAL
43707;INCIDENTE;FALHA DO MOTOR EM VOO;CAMPINAS;SP;20/01/2011;2011;14:23:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;71;1998;BRASIL;SUBIDA;NENHUM
43711;INCIDENTE;OUTROS;RIO BRANCO;AC;20/01/2011;2011;17:58:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1992;BRASIL;CORRIDA APÓS POUSO;NENHUM
43715;INCIDENTE;VAZAMENTO DE COMBUSTÍVEL;RIO DE JANEIRO;RJ;06/01/2011;2011;19:58:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1972;BRASIL;DECOLAGEM;NENHUM
43719;ACIDENTE;PERDA DE CONTROLE EM VOO;ARACAJU;SE;21/12/2010;2010;13:03:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;5;1969;BRASIL;TÁXI;DESTRUÍDA
43721;ACIDENTE;EXCURSÃO DE PISTA;CRATEÚS;CE;15/12/2010;2010;09:00:00;SIM;FINALIZADA;1;SIM;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1966;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43722;ACIDENTE;PERDA DE CONTROLE NO SOLO;CAJOBI;SP;23/12/2010;2010;11:00:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1985;BRASIL;DECOLAGEM;SUBSTANCIAL
43724;ACIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COSMÓPOLIS;SP;29/12/2010;2010;12:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1993;BRASIL;DECOLAGEM;SUBSTANCIAL
43725;ACIDENTE;PERDA DE CONTROLE NO SOLO;FORMOSA;GO;18/12/2010;2010;20:00:00;SIM;FINALIZADA;1;NÃO;PLANADOR;INDÚSTRIA PARANAENSE DE ESTRUTURAS;SEM TRAÇÃO;SEM TRAÇÃO;1;1983;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43726;ACIDENTE;PERDA DE CONTROLE EM VOO;ALEGRETE;RS;29/12/2010;2010;10:35:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1992;BRASIL;ESPECIALIZADA;SUBSTANCIAL
43727;ACIDENTE;PERDA DE CONTROLE NO SOLO;PIACATU;SP;11/12/2010;2010;03:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;7;1976;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43729;ACIDENTE;INDETERMINADO;XINGUARA;PA;22/08/2010;2010;15:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;0;BRASIL;INDETERMINADA;DESTRUÍDA
43730;INCIDENTE;COM TREM DE POUSO;VITÓRIA;ES;30/12/2010;2010;18:10:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;MONOMOTOR;6;1998;BRASIL;CORRIDA APÓS POUSO;LEVE
43731;ACIDENTE;FALHA DO MOTOR EM VOO;PORTO ALEGRE;RS;23/01/2011;2011;10:53:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;2;1998;BRASIL;SUBIDA;SUBSTANCIAL
43732;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULOS NO SOLO;PAUINI;AM;27/01/2011;2011;21:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1978;BRASIL;CORRIDA APÓS POUSO;LEVE
43733;INCIDENTE;COLISÃO COM AERONAVE NO SOLO;GUARULHOS;SP;27/01/2011;2011;17:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;49;1987;BRASIL;TÁXI;LEVE
43735;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;RIBEIRÃO PRETO;SP;21/01/2011;2011;21:38:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1992;BRASIL;DECOLAGEM;NENHUM
43738;INCIDENTE;ESTOURO DE PNEU;ITIRAPINA;SP;14/01/2011;2011;21:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;RAYTHEON AIRCRAFT;JATO;BIMOTOR;8;2008;BRASIL;POUSO;LEVE
43742;INCIDENTE;OUTROS;NOVA FRIBURGO;RJ;18/01/2011;2011;16:55:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;6;2009;BRASIL;MANOBRA;NENHUM
43752;ACIDENTE;OUTROS;SÃO JOSÉ DO RIO PRETO;SP;19/01/2011;2011;11:30:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;0;0;BRASIL;DECOLAGEM;SUBSTANCIAL
43754;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;27/12/2010;2010;12:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;1999;BRASIL;DECOLAGEM;LEVE
43764;INCIDENTE;PERDA DE CONTROLE NO SOLO;LONDRINA;PR;26/01/2011;2011;12:40:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1992;BRASIL;DECOLAGEM;LEVE
43767;INCIDENTE;COLISÃO COM AVE;BELO HORIZONTE;MG;26/01/2011;2011;15:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1996;BRASIL;APROXIMAÇÃO FINAL;LEVE
43774;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MIRACATU;SP;31/01/2011;2011;12:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;1;1968;BRASIL;ESPECIALIZADA;SUBSTANCIAL
43775;ACIDENTE;PERDA DE CONTROLE EM VOO;LONDRINA;PR;28/01/2011;2011;21:45:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1981;BRASIL;OUTRA FASE;DESTRUÍDA
43776;ACIDENTE;PERDA DE CONTROLE NO SOLO;ALTO GARÇAS;MT;25/01/2011;2011;14:40:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1979;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43778;ACIDENTE;FALHA DO MOTOR EM VOO;CAMPO GRANDE;MS;28/01/2011;2011;20:50:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1977;BRASIL;ARREMETIDA NO AR;SUBSTANCIAL
43779;INCIDENTE;ESTOURO DE PNEU;CAMPINAS;SP;10/01/2011;2011;16:35:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;249;1989;BRASIL;DECOLAGEM;NENHUM
43790;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;19/11/2010;2010;15:56:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;INDETERMINADO;SEM TRAÇÃO;0;0;ESTADOS UNIDOS;POUSO;LEVE
43793;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;18/11/2010;2010;05:35:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;0;1988;ESTADOS UNIDOS;SUBIDA;NENHUM
43794;ACIDENTE;PERDA DE CONTROLE EM VOO;CAMPO LARGO;PR;13/11/2010;2010;18:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;1998;BRASIL;SUBIDA;DESTRUÍDA
43802;INCIDENTE;TRÁFEGO AÉREO;LONDRINA;PR;15/12/2010;2010;21:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1966;BRASIL;POUSO;NENHUM
43806;INCIDENTE;ESTOURO DE PNEU;SÃO JOSÉ DOS PINHAIS;PR;28/12/2010;2010;16:02:00;SIM;FINALIZADA;1;NÃO;AVIÃO;INDETERMINADO;PISTÃO;MONOMOTOR;2;2002;BRASIL;CORRIDA APÓS POUSO;LEVE
43808;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;PACAJÁ;PA;30/01/2011;2011;15:10:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1974;BRASIL;ARREMETIDA NO SOLO;DESTRUÍDA
43809;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;ITINGA DO MARANHÃO;MA;05/02/2011;2011;13:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;1;1983;BRASIL;ESPECIALIZADA;SUBSTANCIAL
43811;INCIDENTE;POUSO SEM TREM;PATOS DE MINAS;MG;09/01/2011;2011;13:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;4;1971;BRASIL;CIRCUITO DE TRÁFEGO;LEVE
43812;INCIDENTE;PERDA DE CONTROLE NO SOLO;MANAUS;AM;02/02/2011;2011;21:26:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;7;1977;BRASIL;POUSO;LEVE
43814;ACIDENTE;PANE SECA;JUNDIAÍ;SP;04/02/2011;2011;20:30:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;4;2007;BRASIL;DECOLAGEM;SUBSTANCIAL
43817;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;01/01/2011;2011;11:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;5;1983;BRASIL;DECOLAGEM;LEVE
43818;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;09/01/2011;2011;19:15:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2001;BRASIL;DECOLAGEM;LEVE
43819;INCIDENTE;COLISÃO COM AVE;CACHOEIRA DO ARARI;PA;03/02/2011;2011;17:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1966;BRASIL;VOO A BAIXA ALTURA;LEVE
43820;INCIDENTE;PANE SECA;RIO DE JANEIRO;RJ;30/01/2011;2011;17:41:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;1;1951;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
43828;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;31/01/2011;2011;20:32:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;2010;BRASIL;CRUZEIRO;NENHUM
43829;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;09/01/2011;2011;18:15:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;112;2008;BRASIL;APROXIMAÇÃO FINAL;NENHUM
43831;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;24/01/2011;2011;17:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;166;2006;BRASIL;INDETERMINADA;LEVE
43832;ACIDENTE;PERDA DE CONTROLE EM VOO;PARATY;RJ;30/01/2011;2011;22:30:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;7;1979;BRASIL;POUSO;SUBSTANCIAL
43836;INCIDENTE;COLISÃO COM AVE;ANGRA DOS REIS;RJ;06/02/2011;2011;22:15:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;LEARJET;JATO;BIMOTOR;10;1995;BRASIL;DECOLAGEM;LEVE
43837;INCIDENTE;COM LANÇAMENTO DE CARGA;SALVADOR;BA;29/01/2011;2011;14:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;5;1977;BRASIL;OPERAÇÃO DE SOLO;LEVE
43838;INCIDENTE;COLISÃO COM AVE;SÃO LUÍS;MA;14/01/2011;2011;17:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2001;BRASIL;INDETERMINADA;LEVE
43842;INCIDENTE;PERDA DE CONTROLE NO SOLO;ARACAJU;SE;22/12/2010;2010;11:35:00;SIM;FINALIZADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;2008;BRASIL;CORRIDA APÓS POUSO;LEVE
43869;ACIDENTE;COLISÃO DE AERONAVES EM VOO;RIO DE JANEIRO;RJ;05/02/2011;2011;17:15:00;INDETERMINADO;INDETERMINADA;2;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;1990;BRASIL;INDETERMINADA;DESTRUÍDA
43870;INCIDENTE GRAVE;COM TREM DE POUSO;BRASÍLIA;DF;14/02/2011;2011;14:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1973;BRASIL;CORRIDA APÓS POUSO;LEVE
43871;INCIDENTE;COLISÃO COM AVE;ITAPEVI;SP;16/02/2011;2011;17:50:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1980;BRASIL;MANOBRA;LEVE
43872;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;BELO HORIZONTE;MG;10/02/2011;2011;22:12:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1979;BRASIL;TÁXI;LEVE
43873;INCIDENTE;ESTOURO DE PNEU;PORTO ALEGRE;RS;08/02/2011;2011;20:04:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;6;1972;BRASIL;CORRIDA APÓS POUSO;LEVE
43874;INCIDENTE;PERDA DE CONTROLE NO SOLO;SANTO ÂNGELO;RS;03/02/2011;2011;14:36:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;3;1992;BRASIL;POUSO;NENHUM
43875;INCIDENTE;CORTE INVOLUNTÁRIO DO MOTOR;MARIALVA;PR;10/02/2011;2011;21:25:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;2;1947;BRASIL;OUTRA FASE;LEVE
43876;INCIDENTE;COLISÃO COM AVE;JUAZEIRO DO NORTE;CE;02/02/2011;2011;17:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1993;BRASIL;CIRCUITO DE TRÁFEGO;LEVE
43885;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;30/01/2011;2011;11:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;232;2009;BRASIL;DECOLAGEM;LEVE
43894;INCIDENTE;FALHA DO MOTOR EM VOO;RIO DE JANEIRO;RJ;06/02/2011;2011;19:13:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;TURBOÉLICE;BIMOTOR;7;1981;BRASIL;CRUZEIRO;NENHUM
43895;INCIDENTE;ESTOURO DE PNEU;BELÉM;PA;18/02/2011;2011;23:42:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;11;1993;BRASIL;CORRIDA APÓS POUSO;LEVE
43899;ACIDENTE;COM TREM DE POUSO;ALTAMIRA;PA;21/02/2011;2011;21:45:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;71;1995;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43900;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;ITIQUIRA;MT;19/02/2011;2011;11:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;7;1999;BRASIL;POUSO;SUBSTANCIAL
43901;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;ARARAS;SP;19/02/2011;2011;12:40:00;SIM;FINALIZADA;1;SIM;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;2;1960;BRASIL;POUSO;LEVE
43903;INCIDENTE;PERDA DE CONTROLE NO SOLO;BRAGANÇA PAULISTA;SP;21/02/2011;2011;12:20:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;2;1960;BRASIL;CORRIDA APÓS POUSO;NENHUM
43904;INCIDENTE;FALHA DO MOTOR EM VOO;SÃO RAIMUNDO NONATO;PI;22/01/2011;2011;18:30:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;4;2009;BRASIL;DECOLAGEM;LEVE
43906;ACIDENTE;PERDA DE CONTROLE EM VOO;SANTO ANTÔNIO DO LEVERGER;MT;18/02/2011;2011;14:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1978;BRASIL;DECOLAGEM;DESTRUÍDA
43908;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;PEJUÇARA;RS;15/02/2011;2011;13:10:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;1;1977;BRASIL;OUTRA FASE;SUBSTANCIAL
43909;ACIDENTE;PERDA DE CONTROLE EM VOO;ITIRAPINA;SP;29/01/2011;2011;11:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;2;1963;BRASIL;ARREMETIDA NO SOLO;SUBSTANCIAL
43910;INCIDENTE GRAVE;POUSO EM LOCAL NÃO PREVISTO;MANDAGUAÇU;PR;27/01/2011;2011;15:50:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;CIA AERONAUTICA PAULISTA;PISTÃO;MONOMOTOR;2;1946;BRASIL;MANOBRA;LEVE
43911;ACIDENTE;PERDA DE CONTROLE EM VOO;RECIFE;PE;22/02/2011;2011;15:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;HENRIQUE HAMILTON CERQUEIRA SANTOS;PISTÃO;MONOMOTOR;2;2009;BRASIL;APROXIMAÇÃO FINAL;SUBSTANCIAL
43912;INCIDENTE;F.O.D.;CAMPOS DOS GOYTACAZES;RJ;16/02/2011;2011;14:50:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;2003;BRASIL;OPERAÇÃO DE SOLO;LEVE
43913;INCIDENTE;FALHA DO MOTOR EM VOO;PETROLINA;PE;19/02/2011;2011;13:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1992;BRASIL;APROXIMAÇÃO FINAL;NENHUM
43914;INCIDENTE;FALHA DO MOTOR EM VOO;SALVADOR;BA;27/02/2011;2011;12:39:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;156;1999;BRASIL;SUBIDA;LEVE
43915;INCIDENTE;SAÍDA DE PISTA;VILA VELHA;ES;17/02/2011;2011;11:35:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1982;BRASIL;DECOLAGEM;LEVE
43921;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;18/12/2010;2010;13:15:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;2002;BRASIL;MANOBRA;DESTRUÍDA
43945;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;08/02/2011;2011;17:44:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2008;BRASIL;APROXIMAÇÃO FINAL;LEVE
43946;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;06/02/2011;2011;18:40:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2001;BRASIL;DECOLAGEM;LEVE
43973;INCIDENTE;PERDA DE CONTROLE NO SOLO;LONDRINA;PR;19/02/2011;2011;12:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1992;BRASIL;DECOLAGEM;NENHUM
43975;INCIDENTE;TRÁFEGO AÉREO;ARRAIAL DO CABO;RJ;30/12/2010;2010;14:28:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;2007;BRASIL;APROXIMAÇÃO FINAL;NENHUM
43977;ACIDENTE;FALHA DO MOTOR EM VOO;ARIPUANÃ;MT;28/02/2011;2011;20:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;1;2009;BRASIL;CRUZEIRO;SUBSTANCIAL
43978;ACIDENTE;SAÍDA DE PISTA;CURITIBA;PR;02/03/2011;2011;12:46:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;6;1980;BRASIL;DECOLAGEM;DESTRUÍDA
43979;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;26/02/2011;2011;00:25:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;156;1990;BRASIL;CRUZEIRO;NENHUM
43980;INCIDENTE;OUTROS;ARAÇATUBA;SP;17/02/2011;2011;16:20:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1980;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
43981;INCIDENTE;OUTROS;CAMPINAS;SP;13/02/2011;2011;22:33:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;197;2007;BRASIL;OPERAÇÃO DE SOLO;NENHUM
43983;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;26/02/2011;2011;16:10:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;154;2000;BRASIL;CRUZEIRO;NENHUM
43984;INCIDENTE GRAVE;PANE SECA;RIO DE JANEIRO;RJ;05/02/2011;2011;18:37:00;INDETERMINADO;ATIVA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;1981;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
43986;INCIDENTE GRAVE;COM ROTOR;ANGRA DOS REIS;RJ;20/02/2011;2011;21:20:00;INDETERMINADO;ATIVA;1;NÃO;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;8;2006;BRASIL;PAIRADO;LEVE
43988;ACIDENTE;PANE SECA;GOVERNADOR VALADARES;MG;24/02/2011;2011;22:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;4;1973;BRASIL;CRUZEIRO;INDETERMINADO
43989;ACIDENTE;FALHA DO MOTOR EM VOO;SABÁUDIA;PR;25/02/2011;2011;18:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;10;1976;BRASIL;DECOLAGEM;SUBSTANCIAL
